04/07/2024 12:08:20, Voltage = 0.2072356, Wetness = 0, state = Dry, Temperature = 36.54279, Evaporation = 1.009302, Frequency = 30048
04/07/2024 12:51:19, Voltage = 0.02253477, Wetness = 0, state = Dry, Temperature = 39.12482, Evaporation = 1.010259, Frequency = 31992
04/07/2024 12:51:20, Voltage = 0.0219144, Wetness = 0, state = Dry, Temperature = 39.44507, Evaporation = 0.8163928, Frequency = 31712
04/07/2024 12:51:21, Voltage = 0.02246226, Wetness = 0, state = Dry, Temperature = 39.66504, Evaporation = 1.008446, Frequency = 31864
04/07/2024 12:51:22, Voltage = 0.02159213, Wetness = 0, state = Dry, Temperature = 39.49243, Evaporation = 1.008647, Frequency = 31736
04/07/2024 12:51:23, Voltage = 0.0228651, Wetness = 0, state = Dry, Temperature = 39.5119, Evaporation = 1.089316, Frequency = 31704
04/07/2024 12:51:24, Voltage = 0.02272813, Wetness = 0, state = Dry, Temperature = 40.01038, Evaporation = 1.009705, Frequency = 31608
04/07/2024 12:51:25, Voltage = 0.02219638, Wetness = 0, state = Dry, Temperature = 39.32251, Evaporation = 1.01469, Frequency = 31448
04/07/2024 12:51:27, Voltage = 0.02147127, Wetness = 0, state = Dry, Temperature = 39.45343, Evaporation = 1.114543, Frequency = 31440
04/07/2024 12:51:28, Voltage = 0.02396887, Wetness = 0, state = Dry, Temperature = 39.67896, Evaporation = 1.089869, Frequency = 31320
04/07/2024 12:51:29, Voltage = 0.02230112, Wetness = 0, state = Dry, Temperature = 39.61212, Evaporation = 0.9980225, Frequency = 31352
04/07/2024 12:51:30, Voltage = 0.02241392, Wetness = 0, state = Dry, Temperature = 39.90454, Evaporation = 1.076777, Frequency = 31248
04/07/2024 12:51:31, Voltage = 0.02138265, Wetness = 0, state = Dry, Temperature = 39.93237, Evaporation = 1.011064, Frequency = 31008
04/07/2024 12:51:32, Voltage = 0.02334044, Wetness = 0, state = Dry, Temperature = 39.41443, Evaporation = 1.01751, Frequency = 30952
04/07/2024 12:51:33, Voltage = 0.02278453, Wetness = 0, state = Dry, Temperature = 39.6261, Evaporation = 1.036947, Frequency = 30800
04/07/2024 12:51:34, Voltage = 0.02192245, Wetness = 0, state = Dry, Temperature = 39.5119, Evaporation = 1.04173, Frequency = 30632
04/07/2024 12:51:35, Voltage = 0.02243003, Wetness = 0, state = Dry, Temperature = 39.52026, Evaporation = 1.022444, Frequency = 30584
04/07/2024 12:51:36, Voltage = 0.02247031, Wetness = 0, state = Dry, Temperature = 39.74023, Evaporation = 0.9936415, Frequency = 30456
04/07/2024 12:51:37, Voltage = 0.02199496, Wetness = 0, state = Dry, Temperature = 39.42279, Evaporation = 1.087805, Frequency = 30440
04/07/2024 12:51:38, Voltage = 0.02296177, Wetness = 0, state = Dry, Temperature = 39.9129, Evaporation = 1.010813, Frequency = 29984
04/07/2024 12:51:39, Voltage = 0.02262339, Wetness = 0, state = Dry, Temperature = 40.05493, Evaporation = 1.074511, Frequency = 29744
04/07/2024 12:51:41, Voltage = 0.02301012, Wetness = 0, state = Dry, Temperature = 39.94073, Evaporation = 1.090222, Frequency = 29544
04/07/2024 12:51:42, Voltage = 0.02272007, Wetness = 0, state = Dry, Temperature = 39.96863, Evaporation = 1.09128, Frequency = 29464
04/07/2024 12:51:43, Voltage = 0.02259116, Wetness = 0, state = Dry, Temperature = 39.44507, Evaporation = 1.07995, Frequency = 29360
04/07/2024 12:51:44, Voltage = 0.0219144, Wetness = 0, state = Dry, Temperature = 39.65948, Evaporation = 1.005626, Frequency = 29056
04/07/2024 12:51:45, Voltage = 0.02295372, Wetness = 0, state = Dry, Temperature = 38.75165, Evaporation = 1.091078, Frequency = 28512
04/07/2024 12:51:46, Voltage = 0.02301817, Wetness = 0, state = Dry, Temperature = 39.5119, Evaporation = 1.116709, Frequency = 28360
04/07/2024 12:51:47, Voltage = 0.02102815, Wetness = 0, state = Dry, Temperature = 39.27521, Evaporation = 1.007086, Frequency = 28312
04/07/2024 12:51:48, Voltage = 0.02317931, Wetness = 0, state = Dry, Temperature = 39.26404, Evaporation = 1.087453, Frequency = 28256
04/07/2024 12:51:49, Voltage = 0.02235752, Wetness = 0, state = Dry, Temperature = 39.37543, Evaporation = 1.011719, Frequency = 27784
04/07/2024 12:51:50, Voltage = 0.02296983, Wetness = 0, state = Dry, Temperature = 39.70404, Evaporation = 1.011165, Frequency = 27552
04/07/2024 12:51:51, Voltage = 0.02357409, Wetness = 0, state = Dry, Temperature = 39.68457, Evaporation = 1.008949, Frequency = 27280
04/07/2024 12:51:52, Voltage = 0.02354992, Wetness = 0, state = Dry, Temperature = 39.20001, Evaporation = 1.002756, Frequency = 27032
04/07/2024 12:51:53, Voltage = 0.02209165, Wetness = 0, state = Dry, Temperature = 39.40607, Evaporation = 1.012122, Frequency = 26016
04/07/2024 12:51:55, Voltage = 0.022567, Wetness = 0, state = Dry, Temperature = 40.06042, Evaporation = 1.087855, Frequency = 25616
04/07/2024 12:51:56, Voltage = 0.02261533, Wetness = 0, state = Dry, Temperature = 39.72351, Evaporation = 1.09561, Frequency = 25128
04/07/2024 12:51:57, Voltage = 0.02390442, Wetness = 0, state = Dry, Temperature = 39.68158, Evaporation = 1.008949, Frequency = 23992
04/07/2024 12:51:58, Voltage = 0.02257505, Wetness = 0, state = Dry, Temperature = 39.53699, Evaporation = 1.010259, Frequency = 23984
04/07/2024 12:51:59, Voltage = 0.02333239, Wetness = 0, state = Dry, Temperature = 39.89343, Evaporation = 1.007439, Frequency = 23256
04/07/2024 12:52:00, Voltage = 0.02226889, Wetness = 0, state = Dry, Temperature = 39.16382, Evaporation = 1.01187, Frequency = 23336
04/07/2024 12:52:01, Voltage = 0.02160824, Wetness = 0, state = Dry, Temperature = 39.70129, Evaporation = 1.010762, Frequency = 23416
04/07/2024 12:52:02, Voltage = 0.02356603, Wetness = 0, state = Dry, Temperature = 39.58984, Evaporation = 1.088661, Frequency = 22464
04/07/2024 12:52:03, Voltage = 0.02213998, Wetness = 0, state = Dry, Temperature = 39.84607, Evaporation = 1.012172, Frequency = 21632
04/07/2024 12:52:04, Voltage = 0.02325182, Wetness = 0, state = Dry, Temperature = 39.53137, Evaporation = 1.007237, Frequency = 21296
04/07/2024 12:52:05, Voltage = 0.02203525, Wetness = 0, state = Dry, Temperature = 39.81543, Evaporation = 1.008698, Frequency = 20952
04/07/2024 12:52:06, Voltage = 0.02156796, Wetness = 0, state = Dry, Temperature = 40.0271, Evaporation = 1.011316, Frequency = 20544
04/07/2024 12:52:07, Voltage = 0.02384802, Wetness = 0, state = Dry, Temperature = 39.80707, Evaporation = 1.039414, Frequency = 20504
04/07/2024 12:52:09, Voltage = 0.02229306, Wetness = 0, state = Dry, Temperature = 39.79596, Evaporation = 1.010007, Frequency = 20256
04/07/2024 12:52:10, Voltage = 0.02284898, Wetness = 0, state = Dry, Temperature = 39.64001, Evaporation = 1.015898, Frequency = 19648
04/07/2024 12:52:11, Voltage = 0.02301817, Wetness = 0, state = Dry, Temperature = 39.43115, Evaporation = 1.087553, Frequency = 18672
04/07/2024 12:52:12, Voltage = 0.02255894, Wetness = 0, state = Dry, Temperature = 39.5119, Evaporation = 1.035436, Frequency = 17992
04/07/2024 12:52:13, Voltage = 0.02199496, Wetness = 0, state = Dry, Temperature = 39.56482, Evaporation = 0.9917784, Frequency = 17864
04/07/2024 12:52:14, Voltage = 0.02196274, Wetness = 0, state = Dry, Temperature = 39.31415, Evaporation = 1.016452, Frequency = 18128
04/07/2024 12:52:15, Voltage = 0.02293761, Wetness = 0, state = Dry, Temperature = 39.42279, Evaporation = 1.008093, Frequency = 17856
04/07/2024 12:52:16, Voltage = 0.02194662, Wetness = 0, state = Dry, Temperature = 39.30023, Evaporation = 1.012676, Frequency = 16912
04/07/2024 12:52:17, Voltage = 0.02360631, Wetness = 0, state = Dry, Temperature = 39.43945, Evaporation = 1.021488, Frequency = 17008
04/07/2024 12:52:18, Voltage = 0.02291343, Wetness = 0, state = Dry, Temperature = 39.11646, Evaporation = 1.007842, Frequency = 15984
04/07/2024 12:52:19, Voltage = 0.02218833, Wetness = 0, state = Dry, Temperature = 39.65112, Evaporation = 1.0091, Frequency = 15608
04/07/2024 12:52:20, Voltage = 0.0219144, Wetness = 0, state = Dry, Temperature = 39.16656, Evaporation = 1.01187, Frequency = 15400
04/07/2024 12:52:21, Voltage = 0.02303429, Wetness = 0, state = Dry, Temperature = 39.01068, Evaporation = 1.009554, Frequency = 15672
04/07/2024 12:52:23, Voltage = 0.02306651, Wetness = 0, state = Dry, Temperature = 39.64832, Evaporation = 1.092639, Frequency = 16432
04/07/2024 12:52:24, Voltage = 0.02301012, Wetness = 0, state = Dry, Temperature = 39.45605, Evaporation = 1.011316, Frequency = 15000
04/07/2024 12:52:25, Voltage = 0.02305846, Wetness = 0, state = Dry, Temperature = 39.7486, Evaporation = 1.014136, Frequency = 14976
04/07/2024 12:52:26, Voltage = 0.02280064, Wetness = 0, state = Dry, Temperature = 39.53699, Evaporation = 0.9894621, Frequency = 14616
04/07/2024 12:52:27, Voltage = 0.02243809, Wetness = 0, state = Dry, Temperature = 39.38934, Evaporation = 1.013431, Frequency = 14592
04/07/2024 12:52:28, Voltage = 0.02177743, Wetness = 0, state = Dry, Temperature = 39.16925, Evaporation = 1.010359, Frequency = 14064
04/07/2024 12:52:29, Voltage = 0.02196274, Wetness = 0, state = Dry, Temperature = 39.50909, Evaporation = 1.098732, Frequency = 13872
04/07/2024 12:52:30, Voltage = 0.02267173, Wetness = 0, state = Dry, Temperature = 39.52582, Evaporation = 1.009352, Frequency = 13344
04/07/2024 12:52:31, Voltage = 0.02276841, Wetness = 0, state = Dry, Temperature = 39.52026, Evaporation = 1.090373, Frequency = 13264
04/07/2024 12:52:32, Voltage = 0.02264756, Wetness = 0, state = Dry, Temperature = 39.38379, Evaporation = 1.0161, Frequency = 12808
04/07/2024 12:52:33, Voltage = 0.02255894, Wetness = 0, state = Dry, Temperature = 39.27521, Evaporation = 1.007741, Frequency = 12328
04/07/2024 12:52:34, Voltage = 0.0233485, Wetness = 0, state = Dry, Temperature = 39.18884, Evaporation = 0.9916273, Frequency = 12664
04/07/2024 12:52:35, Voltage = 0.02235752, Wetness = 0, state = Dry, Temperature = 39.34485, Evaporation = 1.090272, Frequency = 11920
04/07/2024 12:52:37, Voltage = 0.02325988, Wetness = 0, state = Dry, Temperature = 39.25293, Evaporation = 1.089064, Frequency = 11464
04/07/2024 12:52:38, Voltage = 0.02315514, Wetness = 0, state = Dry, Temperature = 39.38098, Evaporation = 1.008698, Frequency = 11096
04/07/2024 12:52:39, Voltage = 0.02312291, Wetness = 0, state = Dry, Temperature = 39.38641, Evaporation = 1.011719, Frequency = 11608
04/07/2024 12:52:40, Voltage = 0.02348547, Wetness = 0, state = Dry, Temperature = 39.11371, Evaporation = 1.010259, Frequency = 11136
04/07/2024 12:52:41, Voltage = 0.02198691, Wetness = 0, state = Dry, Temperature = 39.16937, Evaporation = 1.008295, Frequency = 10616
04/07/2024 12:52:42, Voltage = 0.02158407, Wetness = 0, state = Dry, Temperature = 38.84918, Evaporation = 1.011719, Frequency = 10520
04/07/2024 12:52:43, Voltage = 0.02279258, Wetness = 0, state = Dry, Temperature = 39.40887, Evaporation = 1.096516, Frequency = 10912
04/07/2024 12:52:44, Voltage = 0.02224472, Wetness = 0, state = Dry, Temperature = 39.25549, Evaporation = 1.011215, Frequency = 10368
04/07/2024 12:52:45, Voltage = 0.02129403, Wetness = 0, state = Dry, Temperature = 39.21954, Evaporation = 1.018819, Frequency = 10560
04/07/2024 12:52:46, Voltage = 0.02263145, Wetness = 0, state = Dry, Temperature = 39.19446, Evaporation = 1.012575, Frequency = 10904
04/07/2024 12:52:47, Voltage = 0.0234049, Wetness = 0, state = Dry, Temperature = 39.52582, Evaporation = 1.022847, Frequency = 10728
04/07/2024 12:52:48, Voltage = 0.02247837, Wetness = 0, state = Dry, Temperature = 39.935, Evaporation = 1.022042, Frequency = 10432
04/07/2024 12:52:49, Voltage = 0.02271202, Wetness = 0, state = Dry, Temperature = 39.49799, Evaporation = 1.010158, Frequency = 10432
04/07/2024 12:52:51, Voltage = 0.02300206, Wetness = 0, state = Dry, Temperature = 39.00232, Evaporation = 1.091833, Frequency = 11120
04/07/2024 12:52:52, Voltage = 0.02216416, Wetness = 0, state = Dry, Temperature = 39.2724, Evaporation = 1.009352, Frequency = 10664
04/07/2024 12:52:53, Voltage = 0.02271202, Wetness = 0, state = Dry, Temperature = 39.16656, Evaporation = 1.011719, Frequency = 10224
04/07/2024 12:52:54, Voltage = 0.02313097, Wetness = 0, state = Dry, Temperature = 39.33087, Evaporation = 1.007691, Frequency = 10528
04/07/2024 12:52:55, Voltage = 0.02241392, Wetness = 0, state = Dry, Temperature = 39.52026, Evaporation = 1.089064, Frequency = 10288
04/07/2024 12:52:56, Voltage = 0.02199496, Wetness = 0, state = Dry, Temperature = 39.20837, Evaporation = 1.091682, Frequency = 9592
04/07/2024 12:52:57, Voltage = 0.02255088, Wetness = 0, state = Dry, Temperature = 39.46436, Evaporation = 1.007892, Frequency = 9920
04/07/2024 12:52:58, Voltage = 0.02214804, Wetness = 0, state = Dry, Temperature = 39.29468, Evaporation = 1.01041, Frequency = 9736
04/07/2024 12:52:59, Voltage = 0.02230112, Wetness = 0, state = Dry, Temperature = 39.27802, Evaporation = 1.087654, Frequency = 9352
04/07/2024 12:53:00, Voltage = 0.02342907, Wetness = 0, state = Dry, Temperature = 39.34485, Evaporation = 1.013783, Frequency = 9352
04/07/2024 12:53:01, Voltage = 0.02356603, Wetness = 0, state = Dry, Temperature = 38.96606, Evaporation = 1.090927, Frequency = 9664
04/07/2024 12:53:02, Voltage = 0.02315514, Wetness = 0, state = Dry, Temperature = 39.44507, Evaporation = 1.009453, Frequency = 9584
04/07/2024 12:53:03, Voltage = 0.0231068, Wetness = 0, state = Dry, Temperature = 39.61212, Evaporation = 1.013733, Frequency = 9128
04/07/2024 12:53:05, Voltage = 0.02259116, Wetness = 0, state = Dry, Temperature = 39.42834, Evaporation = 1.010661, Frequency = 8888
04/07/2024 12:53:06, Voltage = 0.02250254, Wetness = 0, state = Dry, Temperature = 39.45618, Evaporation = 1.155885, Frequency = 8736
04/07/2024 12:53:07, Voltage = 0.02195468, Wetness = 0, state = Dry, Temperature = 39.59253, Evaporation = 1.012525, Frequency = 9664
04/07/2024 12:53:08, Voltage = 0.02206747, Wetness = 0, state = Dry, Temperature = 39.64557, Evaporation = 1.00613, Frequency = 9400
04/07/2024 12:53:09, Voltage = 0.02230918, Wetness = 0, state = Dry, Temperature = 39.4339, Evaporation = 1.0091, Frequency = 9520
04/07/2024 12:53:10, Voltage = 0.02197079, Wetness = 0, state = Dry, Temperature = 39.43115, Evaporation = 1.002403, Frequency = 8760
04/07/2024 12:53:11, Voltage = 0.02389636, Wetness = 0, state = Dry, Temperature = 39.70129, Evaporation = 1.107846, Frequency = 9160
04/07/2024 12:53:12, Voltage = 0.02213193, Wetness = 0, state = Dry, Temperature = 39.12201, Evaporation = 1.00764, Frequency = 8920
04/07/2024 12:53:13, Voltage = 0.0219144, Wetness = 0, state = Dry, Temperature = 39.24457, Evaporation = 1.010661, Frequency = 8760
04/07/2024 12:53:14, Voltage = 0.02283287, Wetness = 0, state = Dry, Temperature = 39.29193, Evaporation = 1.091682, Frequency = 8688
04/07/2024 12:53:15, Voltage = 0.02198691, Wetness = 0, state = Dry, Temperature = 39.82935, Evaporation = 1.011971, Frequency = 8200
04/07/2024 12:53:16, Voltage = 0.02267173, Wetness = 0, state = Dry, Temperature = 39.63721, Evaporation = 1.007842, Frequency = 8560
04/07/2024 12:53:17, Voltage = 0.02290538, Wetness = 0, state = Dry, Temperature = 39.71222, Evaporation = 0.9912245, Frequency = 8600
04/07/2024 12:53:18, Voltage = 0.02274424, Wetness = 0, state = Dry, Temperature = 39.57874, Evaporation = 1.014639, Frequency = 8808
04/07/2024 12:53:20, Voltage = 0.02197079, Wetness = 0, state = Dry, Temperature = 39.60101, Evaporation = 0.8420233, Frequency = 8912
04/07/2024 12:53:21, Voltage = 0.02164047, Wetness = 0, state = Dry, Temperature = 39.85437, Evaporation = 1.007036, Frequency = 8792
04/07/2024 12:53:22, Voltage = 0.02272813, Wetness = 0, state = Dry, Temperature = 39.60101, Evaporation = 1.085438, Frequency = 8648
04/07/2024 12:53:23, Voltage = 0.02273619, Wetness = 0, state = Dry, Temperature = 39.3476, Evaporation = 1.010661, Frequency = 8488
04/07/2024 12:53:24, Voltage = 0.02284092, Wetness = 0, state = Dry, Temperature = 39.49506, Evaporation = 1.010259, Frequency = 8368
04/07/2024 12:53:25, Voltage = 0.02168075, Wetness = 0, state = Dry, Temperature = 39.60101, Evaporation = 1.08715, Frequency = 8856
04/07/2024 12:53:26, Voltage = 0.02267173, Wetness = 0, state = Dry, Temperature = 39.6261, Evaporation = 1.090877, Frequency = 8320
04/07/2024 12:53:27, Voltage = 0.02100398, Wetness = 0, state = Dry, Temperature = 39.57593, Evaporation = 1.008547, Frequency = 8376
04/07/2024 12:53:28, Voltage = 0.02206747, Wetness = 0, state = Dry, Temperature = 39.80707, Evaporation = 1.010359, Frequency = 8728
04/07/2024 12:53:29, Voltage = 0.02291343, Wetness = 0, state = Dry, Temperature = 39.58148, Evaporation = 1.010964, Frequency = 8536
04/07/2024 12:53:30, Voltage = 0.02317931, Wetness = 0, state = Dry, Temperature = 39.7486, Evaporation = 1.038558, Frequency = 8400
04/07/2024 12:53:31, Voltage = 0.022567, Wetness = 0, state = Dry, Temperature = 39.83771, Evaporation = 1.093596, Frequency = 8344
04/07/2024 12:53:32, Voltage = 0.02285704, Wetness = 0, state = Dry, Temperature = 39.16937, Evaporation = 1.087251, Frequency = 8744
04/07/2024 12:53:34, Voltage = 0.021858, Wetness = 0, state = Dry, Temperature = 39.81824, Evaporation = 1.012021, Frequency = 8616
04/07/2024 12:53:35, Voltage = 0.02350964, Wetness = 0, state = Dry, Temperature = 39.43115, Evaporation = 1.010561, Frequency = 8336
04/07/2024 12:53:36, Voltage = 0.02190634, Wetness = 0, state = Dry, Temperature = 39.40607, Evaporation = 1.009956, Frequency = 8672
04/07/2024 12:53:37, Voltage = 0.02205136, Wetness = 0, state = Dry, Temperature = 39.44226, Evaporation = 1.01041, Frequency = 8640
04/07/2024 12:53:38, Voltage = 0.0231068, Wetness = 0, state = Dry, Temperature = 39.97137, Evaporation = 1.088611, Frequency = 8296
04/07/2024 12:53:39, Voltage = 0.02223667, Wetness = 0, state = Dry, Temperature = 39.69568, Evaporation = 1.013783, Frequency = 8880
04/07/2024 12:53:40, Voltage = 0.02216416, Wetness = 0, state = Dry, Temperature = 39.30023, Evaporation = 1.010561, Frequency = 8904
04/07/2024 12:53:41, Voltage = 0.02156796, Wetness = 0, state = Dry, Temperature = 39.61774, Evaporation = 1.010007, Frequency = 8632
04/07/2024 12:53:42, Voltage = 0.0218016, Wetness = 0, state = Dry, Temperature = 39.58429, Evaporation = 1.006381, Frequency = 8728
04/07/2024 12:53:43, Voltage = 0.0228651, Wetness = 0, state = Dry, Temperature = 39.8208, Evaporation = 0.6894987, Frequency = 8720
04/07/2024 12:53:44, Voltage = 0.02279258, Wetness = 0, state = Dry, Temperature = 40.04382, Evaporation = 1.006633, Frequency = 8520
04/07/2024 12:53:45, Voltage = 0.02226084, Wetness = 0, state = Dry, Temperature = 40.09113, Evaporation = 1.019625, Frequency = 8416
04/07/2024 12:53:46, Voltage = 0.02176132, Wetness = 0, state = Dry, Temperature = 39.65393, Evaporation = 1.008647, Frequency = 8544
04/07/2024 12:53:48, Voltage = 0.02236557, Wetness = 0, state = Dry, Temperature = 39.56482, Evaporation = 1.082014, Frequency = 8832
04/07/2024 12:53:49, Voltage = 0.02324376, Wetness = 0, state = Dry, Temperature = 39.56482, Evaporation = 1.021286, Frequency = 8864
04/07/2024 12:53:50, Voltage = 0.02240586, Wetness = 0, state = Dry, Temperature = 40.10229, Evaporation = 1.01469, Frequency = 8624
04/07/2024 12:53:51, Voltage = 0.02206747, Wetness = 0, state = Dry, Temperature = 39.42834, Evaporation = 1.091582, Frequency = 8568
04/07/2024 12:53:52, Voltage = 0.02241392, Wetness = 0, state = Dry, Temperature = 39.52301, Evaporation = 1.007892, Frequency = 8736
04/07/2024 12:53:53, Voltage = 0.02266367, Wetness = 0, state = Dry, Temperature = 39.48407, Evaporation = 0.9940444, Frequency = 8752
04/07/2024 12:53:54, Voltage = 0.02341295, Wetness = 0, state = Dry, Temperature = 40.44476, Evaporation = 1.020984, Frequency = 8944
04/07/2024 12:53:55, Voltage = 0.02189023, Wetness = 0, state = Dry, Temperature = 39.45898, Evaporation = 1.012424, Frequency = 8664
04/07/2024 12:53:56, Voltage = 0.02285704, Wetness = 0, state = Dry, Temperature = 40.19696, Evaporation = 1.009352, Frequency = 8392
04/07/2024 12:53:57, Voltage = 0.0230504, Wetness = 0, state = Dry, Temperature = 39.90735, Evaporation = 0.5925658, Frequency = 8648
04/07/2024 12:53:58, Voltage = 0.02301817, Wetness = 0, state = Dry, Temperature = 39.66772, Evaporation = 1.007439, Frequency = 8912
04/07/2024 12:53:59, Voltage = 0.02305846, Wetness = 0, state = Dry, Temperature = 39.58429, Evaporation = 1.007036, Frequency = 8416
04/07/2024 12:54:00, Voltage = 0.0223978, Wetness = 0, state = Dry, Temperature = 39.71515, Evaporation = 0.9986267, Frequency = 8584
04/07/2024 12:54:02, Voltage = 0.02237363, Wetness = 0, state = Dry, Temperature = 39.50909, Evaporation = 1.009251, Frequency = 8400
04/07/2024 12:54:03, Voltage = 0.02238169, Wetness = 0, state = Dry, Temperature = 39.7876, Evaporation = 1.013884, Frequency = 8664
04/07/2024 12:54:04, Voltage = 0.02277647, Wetness = 0, state = Dry, Temperature = 39.9129, Evaporation = 1.099487, Frequency = 8328
04/07/2024 12:54:05, Voltage = 0.02230918, Wetness = 0, state = Dry, Temperature = 40.13007, Evaporation = 1.007489, Frequency = 8192
04/07/2024 12:54:06, Voltage = 0.02226889, Wetness = 0, state = Dry, Temperature = 40.04938, Evaporation = 1.066757, Frequency = 8304
04/07/2024 12:54:07, Voltage = 0.02224472, Wetness = 0, state = Dry, Temperature = 39.93793, Evaporation = 1.094804, Frequency = 8624
04/07/2024 12:54:08, Voltage = 0.0228087, Wetness = 0, state = Dry, Temperature = 39.83215, Evaporation = 1.114694, Frequency = 8480
04/07/2024 12:54:09, Voltage = 0.02293761, Wetness = 0, state = Dry, Temperature = 39.8266, Evaporation = 1.020581, Frequency = 8512
04/07/2024 12:54:10, Voltage = 0.02199496, Wetness = 0, state = Dry, Temperature = 39.85162, Evaporation = 1.01469, Frequency = 8840
04/07/2024 12:54:11, Voltage = 0.0235338, Wetness = 0, state = Dry, Temperature = 39.96863, Evaporation = 1.016805, Frequency = 8264
04/07/2024 12:54:12, Voltage = 0.02282481, Wetness = 0, state = Dry, Temperature = 40.25824, Evaporation = 1.014438, Frequency = 8184
04/07/2024 12:54:13, Voltage = 0.02211581, Wetness = 0, state = Dry, Temperature = 39.80707, Evaporation = 1.092538, Frequency = 8432
04/07/2024 12:54:14, Voltage = 0.02193051, Wetness = 0, state = Dry, Temperature = 39.72351, Evaporation = 1.012273, Frequency = 8416
04/07/2024 12:54:16, Voltage = 0.0228651, Wetness = 0, state = Dry, Temperature = 40.19415, Evaporation = 1.007338, Frequency = 8560
04/07/2024 12:54:17, Voltage = 0.02231723, Wetness = 0, state = Dry, Temperature = 39.97974, Evaporation = 1.008949, Frequency = 8288
04/07/2024 12:54:18, Voltage = 0.02222055, Wetness = 0, state = Dry, Temperature = 39.94629, Evaporation = 1.008144, Frequency = 8408
04/07/2024 12:54:19, Voltage = 0.02264756, Wetness = 0, state = Dry, Temperature = 39.43671, Evaporation = 1.092287, Frequency = 8336
04/07/2024 12:54:20, Voltage = 0.02157601, Wetness = 0, state = Dry, Temperature = 40.18024, Evaporation = 1.009856, Frequency = 8624
04/07/2024 12:54:21, Voltage = 0.02272813, Wetness = 0, state = Dry, Temperature = 40.25262, Evaporation = 1.011316, Frequency = 8584
04/07/2024 12:54:22, Voltage = 0.02280064, Wetness = 0, state = Dry, Temperature = 40.17743, Evaporation = 1.094704, Frequency = 8144
04/07/2024 12:54:23, Voltage = 0.02321154, Wetness = 0, state = Dry, Temperature = 40.09668, Evaporation = 1.015647, Frequency = 8632
04/07/2024 12:54:24, Voltage = 0.02169686, Wetness = 0, state = Dry, Temperature = 39.55927, Evaporation = 1.085388, Frequency = 8432
04/07/2024 12:54:25, Voltage = 0.02201108, Wetness = 0, state = Dry, Temperature = 39.79034, Evaporation = 1.035235, Frequency = 8208
04/07/2024 12:54:26, Voltage = 0.02326793, Wetness = 0, state = Dry, Temperature = 40.04938, Evaporation = 1.010813, Frequency = 8424
04/07/2024 12:54:27, Voltage = 0.02232529, Wetness = 0, state = Dry, Temperature = 39.97974, Evaporation = 1.009604, Frequency = 8000
04/07/2024 12:54:28, Voltage = 0.02193051, Wetness = 0, state = Dry, Temperature = 40.1886, Evaporation = 1.016452, Frequency = 8480
04/07/2024 12:54:29, Voltage = 0.02392053, Wetness = 0, state = Dry, Temperature = 40.26379, Evaporation = 1.009201, Frequency = 8464
04/07/2024 12:54:31, Voltage = 0.02226889, Wetness = 0, state = Dry, Temperature = 40.01593, Evaporation = 0.9981232, Frequency = 8760
04/07/2024 12:54:32, Voltage = 0.02276841, Wetness = 0, state = Dry, Temperature = 40.03546, Evaporation = 1.088258, Frequency = 8472
04/07/2024 12:54:33, Voltage = 0.02229306, Wetness = 0, state = Dry, Temperature = 40.32227, Evaporation = 1.033774, Frequency = 8408
04/07/2024 12:54:34, Voltage = 0.02250254, Wetness = 0, state = Dry, Temperature = 39.94073, Evaporation = 1.009201, Frequency = 8288
04/07/2024 12:54:35, Voltage = 0.02210776, Wetness = 0, state = Dry, Temperature = 39.8266, Evaporation = 1.010309, Frequency = 8752
04/07/2024 12:54:36, Voltage = 0.02254282, Wetness = 0, state = Dry, Temperature = 40.18835, Evaporation = 1.008798, Frequency = 8224
04/07/2024 12:54:37, Voltage = 0.02255894, Wetness = 0, state = Dry, Temperature = 40.16913, Evaporation = 1.007338, Frequency = 8216
04/07/2024 12:54:38, Voltage = 0.02279258, Wetness = 0, state = Dry, Temperature = 40.01874, Evaporation = 1.083374, Frequency = 7808
04/07/2024 12:54:39, Voltage = 0.02326793, Wetness = 0, state = Dry, Temperature = 40.09113, Evaporation = 1.013582, Frequency = 8016
04/07/2024 12:54:40, Voltage = 0.02297789, Wetness = 0, state = Dry, Temperature = 40.26099, Evaporation = 1.010108, Frequency = 8224
04/07/2024 12:54:41, Voltage = 0.021858, Wetness = 0, state = Dry, Temperature = 39.69012, Evaporation = 1.090121, Frequency = 8424
04/07/2024 12:54:42, Voltage = 0.02251865, Wetness = 0, state = Dry, Temperature = 39.96027, Evaporation = 1.008396, Frequency = 8400
04/07/2024 12:54:43, Voltage = 0.02271202, Wetness = 0, state = Dry, Temperature = 40.16351, Evaporation = 1.008798, Frequency = 8248
04/07/2024 12:54:45, Voltage = 0.02283287, Wetness = 0, state = Dry, Temperature = 39.97699, Evaporation = 1.011971, Frequency = 8376
04/07/2024 12:54:46, Voltage = 0.02255894, Wetness = 0, state = Dry, Temperature = 40.39191, Evaporation = 1.03599, Frequency = 8432
04/07/2024 12:54:47, Voltage = 0.02247837, Wetness = 0, state = Dry, Temperature = 40.05212, Evaporation = 1.007036, Frequency = 7928
04/07/2024 12:54:48, Voltage = 0.02194662, Wetness = 0, state = Dry, Temperature = 40.21362, Evaporation = 1.007993, Frequency = 7952
04/07/2024 12:54:49, Voltage = 0.02291343, Wetness = 0, state = Dry, Temperature = 40.08276, Evaporation = 0.9190158, Frequency = 8400
