05/07/2024 11:43:50, Voltage = 0.02251865, Wetness = 0, state = Dry, Temperature = 30.79303, Evaporation = 1.270492, Frequency = 26384
05/07/2024 12:09:39, Voltage = 0.0232357, Wetness = 0, state = Dry, Temperature = 33.75482, Evaporation = 1.267773, Frequency = 4702
05/07/2024 12:09:41, Voltage = 0.02333239, Wetness = 0, state = Dry, Temperature = 34.43622, Evaporation = 1.270996, Frequency = 4729
05/07/2024 12:09:43, Voltage = 0.02325988, Wetness = 0, state = Dry, Temperature = 34.23444, Evaporation = 1.26737, Frequency = 4738
05/07/2024 12:09:45, Voltage = 0.02288121, Wetness = 0, state = Dry, Temperature = 33.71808, Evaporation = 1.280865, Frequency = 4741
05/07/2024 12:09:47, Voltage = 0.02268785, Wetness = 0, state = Dry, Temperature = 34.59473, Evaporation = 1.271952, Frequency = 4717
05/07/2024 12:09:48, Voltage = 0.02307457, Wetness = 0, state = Dry, Temperature = 34.60083, Evaporation = 1.266212, Frequency = 4721
05/07/2024 12:09:50, Voltage = 0.02335656, Wetness = 0, state = Dry, Temperature = 34.10883, Evaporation = 1.397235, Frequency = 4704
05/07/2024 12:09:52, Voltage = 0.02306651, Wetness = 0, state = Dry, Temperature = 34.38263, Evaporation = 1.302618, Frequency = 4694
05/07/2024 12:09:53, Voltage = 0.02331627, Wetness = 0, state = Dry, Temperature = 34.15131, Evaporation = 1.265658, Frequency = 4702
05/07/2024 12:09:55, Voltage = 0.02342907, Wetness = 0, state = Dry, Temperature = 33.78876, Evaporation = 1.267521, Frequency = 4705
05/07/2024 12:09:57, Voltage = 0.02248643, Wetness = 0, state = Dry, Temperature = 33.82709, Evaporation = 1.271801, Frequency = 4692
05/07/2024 12:09:59, Voltage = 0.02217221, Wetness = 0, state = Dry, Temperature = 34.2381, Evaporation = 1.271952, Frequency = 4717
05/07/2024 12:10:00, Voltage = 0.02242197, Wetness = 0, state = Dry, Temperature = 33.98071, Evaporation = 1.265507, Frequency = 4739
05/07/2024 12:10:02, Voltage = 0.02232529, Wetness = 0, state = Dry, Temperature = 34.4411, Evaporation = 1.26737, Frequency = 4752
05/07/2024 12:10:04, Voltage = 0.02413001, Wetness = 0, state = Dry, Temperature = 34.13403, Evaporation = 1.268377, Frequency = 4751
05/07/2024 12:10:06, Voltage = 0.02262339, Wetness = 0, state = Dry, Temperature = 34.37457, Evaporation = 1.273463, Frequency = 4747
05/07/2024 12:10:07, Voltage = 0.02290538, Wetness = 0, state = Dry, Temperature = 34.64368, Evaporation = 1.26878, Frequency = 4735
05/07/2024 12:10:09, Voltage = 0.02197079, Wetness = 0, state = Dry, Temperature = 34.55048, Evaporation = 1.296274, Frequency = 4735
05/07/2024 12:10:11, Voltage = 0.02357409, Wetness = 0, state = Dry, Temperature = 34.01428, Evaporation = 1.405695, Frequency = 4735
05/07/2024 12:10:13, Voltage = 0.02198691, Wetness = 0, state = Dry, Temperature = 33.78516, Evaporation = 1.267974, Frequency = 4737
05/07/2024 12:10:14, Voltage = 0.02247031, Wetness = 0, state = Dry, Temperature = 34.24634, Evaporation = 1.270744, Frequency = 4703
05/07/2024 12:10:16, Voltage = 0.0223978, Wetness = 0, state = Dry, Temperature = 34.05298, Evaporation = 1.267672, Frequency = 4711
05/07/2024 12:10:18, Voltage = 0.02291343, Wetness = 0, state = Dry, Temperature = 34.51764, Evaporation = 1.26873, Frequency = 4706
05/07/2024 12:10:20, Voltage = 0.02268785, Wetness = 0, state = Dry, Temperature = 34.19305, Evaporation = 1.30705, Frequency = 4695
05/07/2024 12:10:21, Voltage = 0.02261533, Wetness = 0, state = Dry, Temperature = 34.31036, Evaporation = 1.266363, Frequency = 4700
05/07/2024 12:10:23, Voltage = 0.0231068, Wetness = 0, state = Dry, Temperature = 34.27692, Evaporation = 1.304431, Frequency = 4689
05/07/2024 12:10:25, Voltage = 0.02410583, Wetness = 0, state = Dry, Temperature = 33.94135, Evaporation = 1.267823, Frequency = 4693
05/07/2024 12:10:27, Voltage = 0.02218027, Wetness = 0, state = Dry, Temperature = 34.61731, Evaporation = 1.274017, Frequency = 4694
05/07/2024 12:10:28, Voltage = 0.02291343, Wetness = 0, state = Dry, Temperature = 33.92719, Evaporation = 1.266313, Frequency = 4692
05/07/2024 12:10:30, Voltage = 0.02151156, Wetness = 0, state = Dry, Temperature = 34.8689, Evaporation = 1.267823, Frequency = 4715
05/07/2024 12:10:32, Voltage = 0.02322765, Wetness = 0, state = Dry, Temperature = 33.93408, Evaporation = 1.042083, Frequency = 4712
05/07/2024 12:10:34, Voltage = 0.02217221, Wetness = 0, state = Dry, Temperature = 34.31018, Evaporation = 1.268327, Frequency = 4746
05/07/2024 12:10:35, Voltage = 0.02235752, Wetness = 0, state = Dry, Temperature = 34.63428, Evaporation = 1.270593, Frequency = 4739
05/07/2024 12:10:37, Voltage = 0.02313097, Wetness = 0, state = Dry, Temperature = 34.32416, Evaporation = 1.268478, Frequency = 4731
05/07/2024 12:10:39, Voltage = 0.0235338, Wetness = 0, state = Dry, Temperature = 34.47241, Evaporation = 1.268629, Frequency = 4710
05/07/2024 12:10:41, Voltage = 0.02309874, Wetness = 0, state = Dry, Temperature = 34.27405, Evaporation = 1.266061, Frequency = 4739
05/07/2024 12:10:42, Voltage = 0.02288121, Wetness = 0, state = Dry, Temperature = 34.36932, Evaporation = 1.27306, Frequency = 4709
05/07/2024 12:10:44, Voltage = 0.02362243, Wetness = 0, state = Dry, Temperature = 34.41565, Evaporation = 1.271449, Frequency = 4723
05/07/2024 12:10:46, Voltage = 0.02352575, Wetness = 0, state = Dry, Temperature = 34.07349, Evaporation = 1.164344, Frequency = 4725
05/07/2024 12:10:48, Voltage = 0.02272813, Wetness = 0, state = Dry, Temperature = 34.46997, Evaporation = 1.270744, Frequency = 4737
05/07/2024 12:10:49, Voltage = 0.0230504, Wetness = 0, state = Dry, Temperature = 34.30743, Evaporation = 1.271298, Frequency = 4738
05/07/2024 12:10:51, Voltage = 0.02317931, Wetness = 0, state = Dry, Temperature = 34.13477, Evaporation = 1.267823, Frequency = 4735
05/07/2024 12:10:53, Voltage = 0.02417029, Wetness = 0, state = Dry, Temperature = 33.72925, Evaporation = 1.263644, Frequency = 4726
05/07/2024 12:10:55, Voltage = 0.02357409, Wetness = 0, state = Dry, Temperature = 34.19061, Evaporation = 1.269989, Frequency = 4752
05/07/2024 12:10:56, Voltage = 0.02313902, Wetness = 0, state = Dry, Temperature = 34.57526, Evaporation = 1.264198, Frequency = 4750
05/07/2024 12:10:58, Voltage = 0.02314708, Wetness = 0, state = Dry, Temperature = 34.39996, Evaporation = 1.295367, Frequency = 4734
05/07/2024 12:11:00, Voltage = 0.02242197, Wetness = 0, state = Dry, Temperature = 34.25464, Evaporation = 1.269686, Frequency = 4725
05/07/2024 12:11:02, Voltage = 0.02388025, Wetness = 0, state = Dry, Temperature = 34.70087, Evaporation = 1.265658, Frequency = 4730
05/07/2024 12:11:03, Voltage = 0.02337267, Wetness = 0, state = Dry, Temperature = 34.7124, Evaporation = 1.274118, Frequency = 4731
05/07/2024 12:11:05, Voltage = 0.02267979, Wetness = 0, state = Dry, Temperature = 34.30548, Evaporation = 1.248336, Frequency = 4702
05/07/2024 12:11:07, Voltage = 0.02356603, Wetness = 0, state = Dry, Temperature = 34.07892, Evaporation = 1.266766, Frequency = 4702
05/07/2024 12:11:09, Voltage = 0.02339684, Wetness = 0, state = Dry, Temperature = 34.25208, Evaporation = 1.267521, Frequency = 4707
05/07/2024 12:11:10, Voltage = 0.02156796, Wetness = 0, state = Dry, Temperature = 34.22961, Evaporation = 1.266363, Frequency = 4712
05/07/2024 12:11:12, Voltage = 0.02333239, Wetness = 0, state = Dry, Temperature = 34.74463, Evaporation = 1.268377, Frequency = 4714
05/07/2024 12:11:14, Voltage = 0.02220444, Wetness = 0, state = Dry, Temperature = 34.94666, Evaporation = 1.2716, Frequency = 4735
05/07/2024 12:11:16, Voltage = 0.0232921, Wetness = 0, state = Dry, Temperature = 34.18713, Evaporation = 1.267974, Frequency = 4729
05/07/2024 12:11:17, Voltage = 0.02371106, Wetness = 0, state = Dry, Temperature = 33.93268, Evaporation = 1.239222, Frequency = 4734
05/07/2024 12:11:19, Voltage = 0.02272007, Wetness = 0, state = Dry, Temperature = 34.26288, Evaporation = 1.283937, Frequency = 4746
05/07/2024 12:11:21, Voltage = 0.02228501, Wetness = 0, state = Dry, Temperature = 34.06183, Evaporation = 1.26737, Frequency = 4741
05/07/2024 12:11:23, Voltage = 0.02287315, Wetness = 0, state = Dry, Temperature = 34.0675, Evaporation = 1.263946, Frequency = 4718
05/07/2024 12:11:24, Voltage = 0.02289732, Wetness = 0, state = Dry, Temperature = 34.25171, Evaporation = 1.253623, Frequency = 4725
05/07/2024 12:11:26, Voltage = 0.02321959, Wetness = 0, state = Dry, Temperature = 34.13666, Evaporation = 1.306345, Frequency = 4729
05/07/2024 12:11:28, Voltage = 0.02218833, Wetness = 0, state = Dry, Temperature = 34.45813, Evaporation = 1.267974, Frequency = 4724
05/07/2024 12:11:30, Voltage = 0.02267173, Wetness = 0, state = Dry, Temperature = 34.15442, Evaporation = 1.276535, Frequency = 4720
05/07/2024 12:11:31, Voltage = 0.02214804, Wetness = 0, state = Dry, Temperature = 34.27167, Evaporation = 1.270744, Frequency = 4740
05/07/2024 12:11:33, Voltage = 0.02412195, Wetness = 0, state = Dry, Temperature = 34.16833, Evaporation = 1.261227, Frequency = 4730
05/07/2024 12:11:35, Voltage = 0.02170492, Wetness = 0, state = Dry, Temperature = 34.69031, Evaporation = 1.272003, Frequency = 4738
05/07/2024 12:11:37, Voltage = 0.02327599, Wetness = 0, state = Dry, Temperature = 34.24683, Evaporation = 1.26737, Frequency = 4731
05/07/2024 12:11:38, Voltage = 0.02311485, Wetness = 0, state = Dry, Temperature = 34.3269, Evaporation = 1.308862, Frequency = 4722
05/07/2024 12:11:40, Voltage = 0.02271202, Wetness = 0, state = Dry, Temperature = 34.12378, Evaporation = 1.271398, Frequency = 4733
05/07/2024 12:11:42, Voltage = 0.02312291, Wetness = 0, state = Dry, Temperature = 33.9165, Evaporation = 1.267924, Frequency = 4737
05/07/2024 12:11:43, Voltage = 0.0231068, Wetness = 0, state = Dry, Temperature = 34.51398, Evaporation = 1.26742, Frequency = 4727
05/07/2024 12:11:45, Voltage = 0.02272007, Wetness = 0, state = Dry, Temperature = 33.86304, Evaporation = 1.275427, Frequency = 4732
05/07/2024 12:11:47, Voltage = 0.02212387, Wetness = 0, state = Dry, Temperature = 34.69867, Evaporation = 1.292094, Frequency = 4730
05/07/2024 12:11:49, Voltage = 0.02385608, Wetness = 0, state = Dry, Temperature = 34.48419, Evaporation = 1.239776, Frequency = 4731
05/07/2024 12:11:50, Voltage = 0.02244614, Wetness = 0, state = Dry, Temperature = 34.39709, Evaporation = 1.266615, Frequency = 4725
05/07/2024 12:11:52, Voltage = 0.02229306, Wetness = 0, state = Dry, Temperature = 34.47937, Evaporation = 1.266464, Frequency = 4723
05/07/2024 12:11:54, Voltage = 0.02250254, Wetness = 0, state = Dry, Temperature = 33.52039, Evaporation = 1.264953, Frequency = 4735
05/07/2024 12:11:56, Voltage = 0.02322765, Wetness = 0, state = Dry, Temperature = 34.33752, Evaporation = 1.266313, Frequency = 4729
05/07/2024 12:11:57, Voltage = 0.02447645, Wetness = 0, state = Dry, Temperature = 34.51434, Evaporation = 1.272003, Frequency = 4703
05/07/2024 12:11:59, Voltage = 0.0221561, Wetness = 0, state = Dry, Temperature = 33.8302, Evaporation = 1.266313, Frequency = 4729
05/07/2024 12:12:01, Voltage = 0.0225106, Wetness = 0, state = Dry, Temperature = 34.28235, Evaporation = 1.267924, Frequency = 4731
05/07/2024 12:12:03, Voltage = 0.02270396, Wetness = 0, state = Dry, Temperature = 34.41077, Evaporation = 1.269284, Frequency = 4746
05/07/2024 12:12:04, Voltage = 0.0220997, Wetness = 0, state = Dry, Temperature = 35.15637, Evaporation = 1.271449, Frequency = 4706
05/07/2024 12:12:06, Voltage = 0.02238169, Wetness = 0, state = Dry, Temperature = 34.46442, Evaporation = 1.269586, Frequency = 4719
05/07/2024 12:12:08, Voltage = 0.02197885, Wetness = 0, state = Dry, Temperature = 34.39996, Evaporation = 1.137002, Frequency = 4743
05/07/2024 12:12:10, Voltage = 0.02373522, Wetness = 0, state = Dry, Temperature = 34.62592, Evaporation = 1.257903, Frequency = 4722
05/07/2024 12:12:11, Voltage = 0.0233485, Wetness = 0, state = Dry, Temperature = 34.74335, Evaporation = 1.269435, Frequency = 4717
05/07/2024 12:12:13, Voltage = 0.02347741, Wetness = 0, state = Dry, Temperature = 34.0343, Evaporation = 1.268176, Frequency = 4718
05/07/2024 12:12:15, Voltage = 0.02261533, Wetness = 0, state = Dry, Temperature = 33.9024, Evaporation = 1.262939, Frequency = 4717
05/07/2024 12:12:17, Voltage = 0.02231723, Wetness = 0, state = Dry, Temperature = 34.35474, Evaporation = 1.265255, Frequency = 4724
05/07/2024 12:12:18, Voltage = 0.02250254, Wetness = 0, state = Dry, Temperature = 33.9743, Evaporation = 1.267169, Frequency = 4739
05/07/2024 12:12:20, Voltage = 0.02190634, Wetness = 0, state = Dry, Temperature = 34.82361, Evaporation = 1.268075, Frequency = 4741
05/07/2024 12:12:22, Voltage = 0.02199496, Wetness = 0, state = Dry, Temperature = 34.20398, Evaporation = 1.266615, Frequency = 4720
05/07/2024 12:12:24, Voltage = 0.0224542, Wetness = 0, state = Dry, Temperature = 34.46716, Evaporation = 1.266162, Frequency = 4724
05/07/2024 12:12:25, Voltage = 0.02381579, Wetness = 0, state = Dry, Temperature = 34.10413, Evaporation = 1.266766, Frequency = 4742
05/07/2024 12:12:27, Voltage = 0.02282481, Wetness = 0, state = Dry, Temperature = 34.31873, Evaporation = 1.267773, Frequency = 4709
05/07/2024 12:12:29, Voltage = 0.02378357, Wetness = 0, state = Dry, Temperature = 34.51178, Evaporation = 1.401515, Frequency = 4709
05/07/2024 12:12:31, Voltage = 0.02246226, Wetness = 0, state = Dry, Temperature = 34.07056, Evaporation = 1.269938, Frequency = 4730
05/07/2024 12:12:32, Voltage = 0.02402527, Wetness = 0, state = Dry, Temperature = 34.14783, Evaporation = 1.260673, Frequency = 4712
05/07/2024 12:12:34, Voltage = 0.02287315, Wetness = 0, state = Dry, Temperature = 34.43915, Evaporation = 1.274672, Frequency = 4715
05/07/2024 12:12:36, Voltage = 0.02368688, Wetness = 0, state = Dry, Temperature = 34.40521, Evaporation = 1.271701, Frequency = 4736
05/07/2024 12:12:38, Voltage = 0.02383996, Wetness = 0, state = Dry, Temperature = 34.32745, Evaporation = 1.269938, Frequency = 4685
05/07/2024 12:12:39, Voltage = 0.02247031, Wetness = 0, state = Dry, Temperature = 34.68457, Evaporation = 1.268377, Frequency = 4751
05/07/2024 12:12:41, Voltage = 0.02259116, Wetness = 0, state = Dry, Temperature = 34.24915, Evaporation = 1.241085, Frequency = 4705
05/07/2024 12:12:43, Voltage = 0.02309874, Wetness = 0, state = Dry, Temperature = 34.75989, Evaporation = 1.266061, Frequency = 4749
05/07/2024 12:12:45, Voltage = 0.02348547, Wetness = 0, state = Dry, Temperature = 34.36591, Evaporation = 1.258407, Frequency = 4724
05/07/2024 12:12:46, Voltage = 0.023703, Wetness = 0, state = Dry, Temperature = 34.22058, Evaporation = 1.26596, Frequency = 4740
05/07/2024 12:12:48, Voltage = 0.02265562, Wetness = 0, state = Dry, Temperature = 34.46631, Evaporation = 1.236301, Frequency = 4738
05/07/2024 12:12:50, Voltage = 0.02366271, Wetness = 0, state = Dry, Temperature = 34.36029, Evaporation = 1.268478, Frequency = 4731
05/07/2024 12:12:52, Voltage = 0.02314708, Wetness = 0, state = Dry, Temperature = 34.11749, Evaporation = 1.268478, Frequency = 4747
05/07/2024 12:12:53, Voltage = 0.02205942, Wetness = 0, state = Dry, Temperature = 34.65112, Evaporation = 1.26742, Frequency = 4743
05/07/2024 12:12:55, Voltage = 0.02345324, Wetness = 0, state = Dry, Temperature = 34.30682, Evaporation = 1.271046, Frequency = 4735
05/07/2024 12:12:57, Voltage = 0.02295372, Wetness = 0, state = Dry, Temperature = 34.38312, Evaporation = 1.267018, Frequency = 4729
05/07/2024 12:12:59, Voltage = 0.02198691, Wetness = 0, state = Dry, Temperature = 33.85455, Evaporation = 1.26168, Frequency = 4727
05/07/2024 12:13:00, Voltage = 0.02258311, Wetness = 0, state = Dry, Temperature = 34.29346, Evaporation = 1.266967, Frequency = 4730
05/07/2024 12:13:02, Voltage = 0.02391248, Wetness = 0, state = Dry, Temperature = 34.35547, Evaporation = 1.267521, Frequency = 4732
05/07/2024 12:13:04, Voltage = 0.02321959, Wetness = 0, state = Dry, Temperature = 34.48804, Evaporation = 1.012676, Frequency = 4714
05/07/2024 12:13:06, Voltage = 0.02365466, Wetness = 0, state = Dry, Temperature = 34.10724, Evaporation = 1.27024, Frequency = 4714
05/07/2024 12:13:07, Voltage = 0.02272007, Wetness = 0, state = Dry, Temperature = 34.68939, Evaporation = 1.269535, Frequency = 4724
05/07/2024 12:13:09, Voltage = 0.02297789, Wetness = 0, state = Dry, Temperature = 33.82788, Evaporation = 1.270492, Frequency = 4709
05/07/2024 12:13:11, Voltage = 0.0230504, Wetness = 0, state = Dry, Temperature = 34.06439, Evaporation = 1.243653, Frequency = 4733
05/07/2024 12:13:13, Voltage = 0.02243003, Wetness = 0, state = Dry, Temperature = 34.20178, Evaporation = 1.26742, Frequency = 4755
05/07/2024 12:13:14, Voltage = 0.02324376, Wetness = 0, state = Dry, Temperature = 34.42474, Evaporation = 1.267974, Frequency = 4744
05/07/2024 12:13:16, Voltage = 0.02363854, Wetness = 0, state = Dry, Temperature = 34.50842, Evaporation = 1.265809, Frequency = 4750
05/07/2024 12:13:18, Voltage = 0.02348547, Wetness = 0, state = Dry, Temperature = 34.07074, Evaporation = 1.271449, Frequency = 4760
05/07/2024 12:13:20, Voltage = 0.02222055, Wetness = 0, state = Dry, Temperature = 34.18121, Evaporation = 1.267823, Frequency = 4740
05/07/2024 12:13:21, Voltage = 0.02262339, Wetness = 0, state = Dry, Temperature = 34.10693, Evaporation = 1.266313, Frequency = 4729
05/07/2024 12:13:23, Voltage = 0.0233485, Wetness = 0, state = Dry, Temperature = 34.10846, Evaporation = 1.26742, Frequency = 4737
05/07/2024 12:13:25, Voltage = 0.02259116, Wetness = 0, state = Dry, Temperature = 34.20056, Evaporation = 1.265003, Frequency = 4745
05/07/2024 12:13:27, Voltage = 0.02274424, Wetness = 0, state = Dry, Temperature = 34.14331, Evaporation = 1.289526, Frequency = 4760
05/07/2024 12:13:28, Voltage = 0.02380774, Wetness = 0, state = Dry, Temperature = 34.4776, Evaporation = 1.270341, Frequency = 4752
05/07/2024 12:13:30, Voltage = 0.02292955, Wetness = 0, state = Dry, Temperature = 34.21539, Evaporation = 1.269032, Frequency = 4764
05/07/2024 12:13:32, Voltage = 0.0234049, Wetness = 0, state = Dry, Temperature = 33.97272, Evaporation = 1.269938, Frequency = 4753
05/07/2024 12:13:34, Voltage = 0.02179354, Wetness = 0, state = Dry, Temperature = 34.27405, Evaporation = 1.285548, Frequency = 4755
05/07/2024 12:13:35, Voltage = 0.0226959, Wetness = 0, state = Dry, Temperature = 34.28003, Evaporation = 1.287814, Frequency = 4752
05/07/2024 12:13:37, Voltage = 0.02186605, Wetness = 0, state = Dry, Temperature = 34.38849, Evaporation = 1.26878, Frequency = 4739
05/07/2024 12:13:39, Voltage = 0.02308263, Wetness = 0, state = Dry, Temperature = 34.10443, Evaporation = 1.269183, Frequency = 4735
05/07/2024 12:13:40, Voltage = 0.02325182, Wetness = 0, state = Dry, Temperature = 33.98352, Evaporation = 1.266162, Frequency = 4724
05/07/2024 12:13:42, Voltage = 0.02280064, Wetness = 0, state = Dry, Temperature = 34.23175, Evaporation = 1.266464, Frequency = 4720
05/07/2024 12:13:44, Voltage = 0.02249448, Wetness = 0, state = Dry, Temperature = 34.26331, Evaporation = 1.266867, Frequency = 4732
05/07/2024 12:13:46, Voltage = 0.02295372, Wetness = 0, state = Dry, Temperature = 34.25031, Evaporation = 1.242847, Frequency = 4730
05/07/2024 12:13:47, Voltage = 0.02284092, Wetness = 0, state = Dry, Temperature = 34.1452, Evaporation = 1.267974, Frequency = 4731
05/07/2024 12:13:49, Voltage = 0.02363049, Wetness = 0, state = Dry, Temperature = 34.22595, Evaporation = 1.267018, Frequency = 4716
05/07/2024 12:13:51, Voltage = 0.02378357, Wetness = 0, state = Dry, Temperature = 34.01428, Evaporation = 1.276937, Frequency = 4714
05/07/2024 12:13:53, Voltage = 0.0232357, Wetness = 0, state = Dry, Temperature = 34.20471, Evaporation = 1.267974, Frequency = 4725
05/07/2024 12:13:54, Voltage = 0.02303429, Wetness = 0, state = Dry, Temperature = 34.36694, Evaporation = 1.266967, Frequency = 4755
05/07/2024 12:13:56, Voltage = 0.02344518, Wetness = 0, state = Dry, Temperature = 34.03381, Evaporation = 1.271952, Frequency = 4761
05/07/2024 12:13:58, Voltage = 0.02400915, Wetness = 0, state = Dry, Temperature = 34.37445, Evaporation = 1.401163, Frequency = 4763
05/07/2024 12:14:00, Voltage = 0.02377551, Wetness = 0, state = Dry, Temperature = 34.20953, Evaporation = 1.267118, Frequency = 4761
05/07/2024 12:14:01, Voltage = 0.02273619, Wetness = 0, state = Dry, Temperature = 34.02301, Evaporation = 1.269384, Frequency = 4779
05/07/2024 12:14:03, Voltage = 0.02248643, Wetness = 0, state = Dry, Temperature = 34.2627, Evaporation = 1.264349, Frequency = 4764
05/07/2024 12:14:05, Voltage = 0.02115706, Wetness = 0, state = Dry, Temperature = 33.78247, Evaporation = 1.266212, Frequency = 4757
05/07/2024 12:14:07, Voltage = 0.02262339, Wetness = 0, state = Dry, Temperature = 33.88623, Evaporation = 1.275326, Frequency = 4763
05/07/2024 12:14:08, Voltage = 0.02205136, Wetness = 0, state = Dry, Temperature = 34.0025, Evaporation = 1.265356, Frequency = 4743
05/07/2024 12:14:10, Voltage = 0.02296983, Wetness = 0, state = Dry, Temperature = 34.07593, Evaporation = 1.26455, Frequency = 4742
05/07/2024 12:14:12, Voltage = 0.02231723, Wetness = 0, state = Dry, Temperature = 33.716, Evaporation = 1.247782, Frequency = 4748
05/07/2024 12:14:14, Voltage = 0.02320348, Wetness = 0, state = Dry, Temperature = 34.01099, Evaporation = 1.270794, Frequency = 4753
05/07/2024 12:14:15, Voltage = 0.0220433, Wetness = 0, state = Dry, Temperature = 33.84497, Evaporation = 1.268226, Frequency = 4739
05/07/2024 12:14:17, Voltage = 0.02259116, Wetness = 0, state = Dry, Temperature = 34.52283, Evaporation = 1.268981, Frequency = 4736
05/07/2024 12:14:19, Voltage = 0.02313097, Wetness = 0, state = Dry, Temperature = 33.60675, Evaporation = 1.302014, Frequency = 4730
05/07/2024 12:14:21, Voltage = 0.02338073, Wetness = 0, state = Dry, Temperature = 33.71338, Evaporation = 1.273211, Frequency = 4715
05/07/2024 12:14:22, Voltage = 0.02219638, Wetness = 0, state = Dry, Temperature = 33.99432, Evaporation = 1.270895, Frequency = 4718
05/07/2024 12:14:24, Voltage = 0.02311485, Wetness = 0, state = Dry, Temperature = 34.72388, Evaporation = 1.266061, Frequency = 4716
05/07/2024 12:14:26, Voltage = 0.02262339, Wetness = 0, state = Dry, Temperature = 34.11249, Evaporation = 1.268075, Frequency = 4728
05/07/2024 12:14:28, Voltage = 0.02198691, Wetness = 0, state = Dry, Temperature = 34.47485, Evaporation = 1.309416, Frequency = 4729
05/07/2024 12:14:29, Voltage = 0.0230504, Wetness = 0, state = Dry, Temperature = 33.82776, Evaporation = 1.269384, Frequency = 4728
05/07/2024 12:14:31, Voltage = 0.02309068, Wetness = 0, state = Dry, Temperature = 33.51184, Evaporation = 1.266061, Frequency = 4732
05/07/2024 12:14:33, Voltage = 0.02311485, Wetness = 0, state = Dry, Temperature = 33.67719, Evaporation = 1.26873, Frequency = 4721
05/07/2024 12:14:35, Voltage = 0.02362243, Wetness = 0, state = Dry, Temperature = 34.37531, Evaporation = 1.238819, Frequency = 4722
05/07/2024 12:14:36, Voltage = 0.02247031, Wetness = 0, state = Dry, Temperature = 33.87732, Evaporation = 1.267018, Frequency = 4725
05/07/2024 12:14:38, Voltage = 0.022994, Wetness = 0, state = Dry, Temperature = 34.48962, Evaporation = 1.269837, Frequency = 4765
05/07/2024 12:14:40, Voltage = 0.02292955, Wetness = 0, state = Dry, Temperature = 33.3822, Evaporation = 1.154273, Frequency = 4765
05/07/2024 12:14:42, Voltage = 0.02266367, Wetness = 0, state = Dry, Temperature = 33.61804, Evaporation = 1.273211, Frequency = 4736
05/07/2024 12:14:43, Voltage = 0.02395276, Wetness = 0, state = Dry, Temperature = 33.8053, Evaporation = 1.269837, Frequency = 4727
05/07/2024 12:14:45, Voltage = 0.0227523, Wetness = 0, state = Dry, Temperature = 34.00629, Evaporation = 1.264953, Frequency = 4723
05/07/2024 12:14:47, Voltage = 0.02357409, Wetness = 0, state = Dry, Temperature = 34.23462, Evaporation = 1.267118, Frequency = 4716
05/07/2024 12:14:49, Voltage = 0.02288121, Wetness = 0, state = Dry, Temperature = 33.75226, Evaporation = 1.276937, Frequency = 4723
05/07/2024 12:14:50, Voltage = 0.02149544, Wetness = 0, state = Dry, Temperature = 34.13422, Evaporation = 1.266061, Frequency = 4706
05/07/2024 12:14:52, Voltage = 0.02258311, Wetness = 0, state = Dry, Temperature = 34.09821, Evaporation = 1.266363, Frequency = 4723
05/07/2024 12:14:54, Voltage = 0.0228087, Wetness = 0, state = Dry, Temperature = 33.79712, Evaporation = 1.268176, Frequency = 4719
05/07/2024 12:14:56, Voltage = 0.02234946, Wetness = 0, state = Dry, Temperature = 33.75427, Evaporation = 1.266162, Frequency = 4723
05/07/2024 12:14:57, Voltage = 0.02360631, Wetness = 0, state = Dry, Temperature = 34.26843, Evaporation = 1.302165, Frequency = 4727
05/07/2024 12:14:59, Voltage = 0.02270396, Wetness = 0, state = Dry, Temperature = 34.34656, Evaporation = 1.270643, Frequency = 4707
05/07/2024 12:15:01, Voltage = 0.02366271, Wetness = 0, state = Dry, Temperature = 34.17444, Evaporation = 1.271852, Frequency = 4736
05/07/2024 12:15:03, Voltage = 0.02351769, Wetness = 0, state = Dry, Temperature = 33.81537, Evaporation = 1.264601, Frequency = 4739
05/07/2024 12:15:04, Voltage = 0.02233335, Wetness = 0, state = Dry, Temperature = 34.07593, Evaporation = 1.269435, Frequency = 4722
05/07/2024 12:15:06, Voltage = 0.0219144, Wetness = 0, state = Dry, Temperature = 34.16504, Evaporation = 1.269586, Frequency = 4708
05/07/2024 12:15:08, Voltage = 0.02279258, Wetness = 0, state = Dry, Temperature = 34.09564, Evaporation = 1.263543, Frequency = 4718
05/07/2024 12:15:10, Voltage = 0.0223414, Wetness = 0, state = Dry, Temperature = 33.95099, Evaporation = 1.26873, Frequency = 4727
05/07/2024 12:15:11, Voltage = 0.02139071, Wetness = 0, state = Dry, Temperature = 33.83368, Evaporation = 1.306445, Frequency = 4718
05/07/2024 12:15:13, Voltage = 0.02318737, Wetness = 0, state = Dry, Temperature = 34.0625, Evaporation = 1.266716, Frequency = 4746
05/07/2024 12:15:15, Voltage = 0.02351769, Wetness = 0, state = Dry, Temperature = 34.08148, Evaporation = 1.200449, Frequency = 4754
05/07/2024 12:15:17, Voltage = 0.0234613, Wetness = 0, state = Dry, Temperature = 33.92004, Evaporation = 1.255889, Frequency = 4709
05/07/2024 12:15:18, Voltage = 0.0234613, Wetness = 0, state = Dry, Temperature = 34.48889, Evaporation = 1.272657, Frequency = 4742
05/07/2024 12:15:20, Voltage = 0.02327599, Wetness = 0, state = Dry, Temperature = 34.27167, Evaporation = 1.26455, Frequency = 4738
